,OBJECTID,STREET_NAME,LENGTH_MILES,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,CATALYTIC_PROJECTS,STATUS,NETWORK,COMPKEY,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,Shape,Shape_Length,BG_geoid,BG_label
4412,4413,37TH AVE SW,0.05053881,,,Neighborhood Greenway,0.0,,LOCAL,5788.0,258.0,,,"(47.535632992000046, -122.37928158199998)",266.8449216,530330116001,Blkgrp 0116001
4413,4414,42ND AVE SW,0.12110229,,,Neighborhood Greenway,0.0,,LOCAL,6599.0,280.0,,,"(47.561071852000055, -122.38545807799994)",639.4201138,530330105004,Blkgrp 0105004
4414,4415,BIGELOW AVE N,0.05878916,,,Neighborhood Greenway,0.0,,CITYWIDE,9268.0,349.0,,,"(47.636555748000035, -122.34833862599999)",310.40675239999996,530330067004,Blkgrp 0067004
4415,4416,BOYLSTON AVE E,0.08014761,,,Sharrow,0.0,,LOCAL,9393.0,382.0,,,"(47.642029525000055, -122.32345760899995)",423.17936039999995,530330061004,Blkgrp 0061004
4416,4417,BEACON WR AVE S,0.10539466,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,9129.0,0.0,,,"(47.56110530500007, -122.30508721599995)",556.4837203,530330100013,Blkgrp 0100013
4417,4418,SW WALKER ST,0.01762123,,,Neighborhood Greenway,0.0,,LOCAL,22954.0,814.0,,,"(47.58401227400003, -122.38875849399994)",93.04011091,530330096002,Blkgrp 0096002
4418,4419,BEACON WR AVE S,0.027029700000000004,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,9171.0,0.0,,,"(47.52373608500005, -122.28624682799995)",142.7168,530330117003,Blkgrp 0117003
4419,4420,3RD AVE W,0.12560257,,,Sharrow,0.0,,LOCAL,4558.0,267.0,,,"(47.63959740700005, -122.36093079899996)",663.1815918,530330068002,Blkgrp 0068002
4420,4421,BEACH DR SW,0.08137287,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,9093.0,371.0,,,"(47.57115309300008, -122.41097212599999)",429.6266296,530330097014,Blkgrp 0097014
4421,4422,BEACON WR AVE S,0.05030413,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,9164.0,0.0,,,"(47.53237184500006, -122.28877683099995)",265.5553158,530330110013,Blkgrp 0110013
4422,4423,RENTON AVE S,0.0275825,,,Neighborhood Greenway,0.0,,LOCAL,12496.0,236.0,,,"(47.56895954100003, -122.29491698999999)",145.6356207,530330101003,Blkgrp 0101003
4423,4424,N 53RD ST,0.12559094,,,Neighborhood Greenway,0.0,,LOCAL,15680.0,600.0,,,"(47.66722008800008, -122.33639129799997)",663.1201457999999,530330046003,Blkgrp 0046003
4424,4425,NE 60TH ST,0.04462499,,,Neighborhood Greenway,0.0,,LOCAL,17134.0,637.0,,,"(47.672151986000074, -122.29631877499997)",235.6120137,530330042005,Blkgrp 0042005
4425,4426,NW 65TH ST,0.02869212,12/31/2012 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,18628.0,0.0,,,"(47.67596783600004, -122.38473896099998)",151.49436809999997,530330033004,Blkgrp 0033004
4426,4427,BEACON ER AVE S,0.10600553,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,167708.0,0.0,,,"(47.536973712000076, -122.29309416199999)",559.7082682999999,530330110021,Blkgrp 0110021
4427,4428,NE 60TH ST,0.0519181,,,Neighborhood Greenway,0.0,,LOCAL,17146.0,637.0,,,"(47.672147592000044, -122.28800946299998)",274.1275756,530330042004,Blkgrp 0042004
4428,4429,W RAYE ST,0.06125433,,,Sharrow,0.0,,LOCAL,23669.0,844.0,,,"(47.64311472300005, -122.36623810699996)",323.42285449999997,530330059005,Blkgrp 0059005
4429,4430,EAST STEVENS WAY NE,0.05474344,12/31/1776 12:00:00 AM +0000,,Neighborhood Greenway,,,LOCAL,,,12/31/1776 12:00:00 AM +0000,,"(47.54966927600003, -122.25756981899997)",289.0453602,530330102002,Blkgrp 0102002
4430,4431,51ST PL S,0.03041378,12/31/1776 12:00:00 AM +0000,,Neighborhood Greenway,0.0,,LOCAL,,,12/31/1776 12:00:00 AM +0000,,"(47.54653512200008, -122.26857136099994)",160.584768,530330102002,Blkgrp 0102002
4431,4432,S BATEMAN ST,0.06128027,12/31/1776 12:00:00 AM +0000,,Neighborhood Greenway,0.0,,LOCAL,,,12/31/1776 12:00:00 AM +0000,,"(47.54698277600005, -122.26989083299998)",323.5598026,530330102002,Blkgrp 0102002
4432,4433,,0.85288561,,,Multi-use Trail,0.0,,LOCAL,,,,,"(47.51244230900005, -122.27005004399996)",4503.236016,530330117004,Blkgrp 0117004
4433,4434,,0.15266722,,,Multi-use Trail,0.0,,,,,,,"(47.53521636900007, -122.28647512499998)",806.0829197,530330110013,Blkgrp 0110013
4434,4435,,3.05790616,,,Multi-use Trail,0.0,,CITYWIDE,,,,,"(47.56194088400008, -122.30513060199996)",16141.689690000001,530330100012,Blkgrp 0100012
4435,4436,42ND AVE S,0.02504805,,,Neighborhood Greenway,0.0,,CITYWIDE,,,,,"(47.54385184500006, -122.28080794399995)",132.2536844,530330111014,Blkgrp 0111014
4436,4437,1ST AVE S,0.04929565,12/31/2008 12:00:00 AM +0000,Sharrow,,,,,1221.0,,,,"(47.55342592800008, -122.33421550999998)",260.2810339,530330109002,Blkgrp 0109002
4437,4438,1ST AVE S,0.05103362,12/31/2008 12:00:00 AM +0000,Sharrow,,,,,1218.0,,,,"(47.55566305800005, -122.33421450299994)",269.45750879999997,530330109002,Blkgrp 0109002
4438,4439,1ST AVE S,0.05512141,12/31/2008 12:00:00 AM +0000,Sharrow,,,,,1223.0,,,,"(47.55190325700005, -122.33421604799997)",291.0410307,530330109002,Blkgrp 0109002
4439,4440,1ST AVE S,0.05237685,12/31/2008 12:00:00 AM +0000,Sharrow,,,,,1219.0,,,,"(47.55492434200005, -122.33421483699999)",276.54975110000004,530330109002,Blkgrp 0109002
4440,4441,1ST AVE S,0.20075703,12/31/2008 12:00:00 AM +0000,Sharrow,,,,,1216.0,,,,"(47.56031841600003, -122.33421241599996)",1059.997122,530330093003,Blkgrp 0093003
4441,4442,1ST AVE S,0.05589696,12/31/2008 12:00:00 AM +0000,Sharrow,,,,,1222.0,,,,"(47.55271237000005, -122.33421490899997)",295.1359641,530330109002,Blkgrp 0109002
4442,4443,1ST AVE S,0.12085499999999999,12/31/2008 12:00:00 AM +0000,Sharrow,,,,,1217.0,,,,"(47.55741244300003, -122.33421371699995)",638.1143795,530330093003,Blkgrp 0093003
4443,4444,38TH AVE S,0.14200956,12/31/2009 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,5899.0,0.0,,,"(47.566177227000026, -122.28499712599995)",749.810499,530330101005,Blkgrp 0101005
4444,4445,42ND AVE SW,0.13007807,,,Neighborhood Greenway,0.0,,LOCAL,6595.0,280.0,,,"(47.56837418500004, -122.38544877099997)",686.8122215,530330098004,Blkgrp 0098004
4445,4446,48TH AVE S,0.02306079,,,Neighborhood Greenway,0.0,,LOCAL,7102.0,721.0,,,"(47.55519541000007, -122.27263709799996)",121.76096240000001,530330102004,Blkgrp 0102004
4446,4447,6TH AVE NW,0.04999998,,,Neighborhood Greenway,0.0,,LOCAL,7956.0,330.0,,,"(47.68693779000006, -122.36332585199995)",263.9998748,530330029001,Blkgrp 0029001
4447,4448,6TH AVE NW,0.04929078,,,Sharrow,0.0,,LOCAL,7972.0,665.0,,,"(47.71347811600003, -122.36356482999997)",260.25530269999996,530330005003,Blkgrp 0005003
4448,4449,CALIFORNIA AVE SW,0.04466954,12/31/2009 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,9580.0,0.0,,,"(47.532925600000056, -122.38734466399995)",235.8551679,530330116002,Blkgrp 0116002
4449,4450,FEDERAL AVE E,0.07948200000000001,,,Neighborhood Greenway,0.0,,LOCAL,10440.0,480.0,,,"(47.63839972100004, -122.31901671399999)",419.6649797,530330065001,Blkgrp 0065001
4450,4451,FREMONT AVE N,0.12527178,,,Neighborhood Greenway,0.0,,LOCAL,10554.0,486.0,,,"(47.712333313000045, -122.35020621499996)",661.4350216,530330004022,Blkgrp 0004022
4451,4452,MOUNT RAINIER DR S,0.05585717,12/31/2009 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,11931.0,0.0,,,"(47.57599985600007, -122.28534291999995)",294.58232539999995,530330095003,Blkgrp 0095003
4452,4453,19TH AVE NE,0.12387505,,,Neighborhood Greenway,0.0,,CITYWIDE,2671.0,152.0,,,"(47.66125777900004, -122.30724517699997)",654.0602847,530330053023,Blkgrp 0053023
4453,4454,65TH AVE S,0.13328754,,,Neighborhood Greenway,0.0,,LOCAL,8135.0,859.0,,,"(47.511645732000034, -122.25234252799999)",703.7581974999999,530330119001,Blkgrp 0119001
4454,4455,BOSTON ST,0.05641113,12/31/2010 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,9342.0,0.0,,,"(47.638255954000044, -122.34830487899995)",297.8507768,530330067004,Blkgrp 0067004
4455,4456,N 122ND ST,0.14803697,12/31/2009 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,15122.0,0.0,,,"(47.71712394600007, -122.33413271999996)",781.6352019999999,530330006003,Blkgrp 0006003
4456,4457,N 90TH ST,0.06285298,,,Neighborhood Greenway,0.0,,LOCAL,16016.0,571.0,,,"(47.69413989800006, -122.33647986199998)",331.8637421,530330018001,Blkgrp 0018001
4457,4458,NE 135TH ST,0.01924448,,,Neighborhood Greenway,0.0,,LOCAL,16589.0,623.0,,,"(47.72655853200007, -122.30190071899995)",101.61086850000001,530330002006,Blkgrp 0002006
4458,4459,NW 65TH ST,0.13111555,12/31/2012 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,18619.0,0.0,,,"(47.675954911000076, -122.37357306499996)",692.2901019999999,530330033003,Blkgrp 0033003
4459,4460,NW 70TH ST,0.050000199999999995,,,Neighborhood Greenway,0.0,,LOCAL,18729.0,671.0,,,"(47.67952143500003, -122.37998732699998)",264.0010777,530330033005,Blkgrp 0033005
4460,4461,NW 77TH ST,0.0522303,,,Neighborhood Greenway,0.0,,LOCAL,18869.0,334.0,,,"(47.68497137700007, -122.38758469099997)",275.7759613,530330031003,Blkgrp 0031003
4461,4462,S CHARLESTOWN ST,0.02588634,,,Neighborhood Greenway,0.0,,LOCAL,19626.0,728.0,,,"(47.569765475000054, -122.28883827499999)",136.679901,530330101005,Blkgrp 0101005
4462,4463,S SNOQUALMIE ST,0.03087052,,,Neighborhood Greenway,0.0,,CITYWIDE,21255.0,769.0,,,"(47.561700762000044, -122.31414024599997)",162.9948329,530330104024,Blkgrp 0104024
4463,4464,S SPOKANE ST,0.01270297,12/31/1990 12:00:00 AM +0000,Multi-use Trail,,0.0,MEETS,CITYWIDE,21280.0,0.0,,,"(47.57155722500005, -122.34447752899996)",67.07168501,530330093003,Blkgrp 0093003
4464,4465,W FULTON ST,0.05726827,,,Sharrow,0.0,,LOCAL,23324.0,844.0,,,"(47.64534329000003, -122.36752413399995)",301.89723100000003,530330059005,Blkgrp 0059005
4465,4466,NE 97TH ST,0.01427651,12/31/1970 12:00:00 AM +0000,Multi-use Trail,,0.0,MEETS,CITYWIDE,165483.0,0.0,,,"(47.699301121000076, -122.27335903799997)",75.37999667,530330009002,Blkgrp 0009002
4466,4467,MOUNTAINS TO SOUND TRL,0.06675325,12/31/1990 12:00:00 AM +0000,Multi-use Trail,,0.0,MEETS,CITYWIDE,287022.0,0.0,,,"(47.590313740000056, -122.30129332799999)",352.4498558,530330095002,Blkgrp 0095002
4467,4468,BURKE GILMAN TRL,0.43135317,12/31/1970 12:00:00 AM +0000,Multi-use Trail,,0.0,MEETS,CITYWIDE,287219.0,0.0,,,"(47.692816023000034, -122.27185013999997)",2277.531919,530330022003,Blkgrp 0022003
4468,4469,WESTLAKE EAST RDWY AVE N,0.29102556,12/31/2000 12:00:00 AM +0000,Multi-use Trail,,0.0,MEETS,CITYWIDE,13557.0,0.0,,,"(47.64409158800004, -122.34468815199995)",1536.611239,530330060001,Blkgrp 0060001
4469,4470,E REPUBLICAN ST,0.05993473,,,Neighborhood Greenway,0.0,,CITYWIDE,14706.0,444.0,,,"(47.62326368200007, -122.31262328199995)",316.45539560000003,530330076003,Blkgrp 0076003
4470,4471,N 37TH ST,0.05579482,,,Neighborhood Greenway,0.0,,LOCAL,15348.0,589.0,,,"(47.651952866000045, -122.33148571999999)",294.5966534,530330051003,Blkgrp 0051003
4471,4472,NW 110TH ST,0.03625244,,,Neighborhood Greenway,0.0,,LOCAL,18177.0,579.0,,,"(47.708753897000065, -122.36292800199999)",191.4128791,530330005003,Blkgrp 0005003
4472,4473,NW 65TH ST,0.05226917,12/31/2012 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,18636.0,0.0,,,"(47.67591484400003, -122.39183627799997)",275.9812164,530330032001,Blkgrp 0032001
4473,4474,BEACON ER AVE S,0.12188784,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,269146.0,0.0,,,"(47.52788424000005, -122.28774886099995)",643.5678215,530330117003,Blkgrp 0117003
4474,4475,CHIEF SEALTH TRL,0.24655793,12/31/2007 12:00:00 AM +0000,Multi-use Trail,,0.0,MEETS,LOCAL,286931.0,0.0,,,"(47.53093331000008, -122.28323165999996)",1301.1623880000002,530330117001,Blkgrp 0117001
4475,4476,MOUNTAINS TO SOUND TRL,0.93911908,12/31/1990 12:00:00 AM +0000,Multi-use Trail,,1.0,MEETS,CITYWIDE,287027.0,576.0,,,"(47.59015073300003, -122.26819176899994)",4958.540082,Nan,Nan
4476,4477,39TH AVE S,0.10228723,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,6047.0,0.0,,,"(47.51973641700005, -122.28369430899994)",540.0765846,530330117002,Blkgrp 0117002
4477,4478,BEACON ER AVE S,0.02635587,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,167212.0,0.0,,,"(47.55530117700005, -122.30304331099995)",139.15897809999998,530330104023,Blkgrp 0104023
4478,4479,BEACON ER AVE S,0.11121124,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,269430.0,0.0,,,"(47.52516377100005, -122.28738960699997)",587.1526408,530330117003,Blkgrp 0117003
4479,4480,SHIP CANAL TRL,0.44701808,12/31/2010 12:00:00 AM +0000,Multi-use Trail,,0.0,MEETS,CITYWIDE,287074.0,0.0,,,"(47.64671340600006, -122.34947172599999)",2360.255443,530330060002,Blkgrp 0060002
4480,4481,WOODLAND PARK AVE N,0.02617753,,,Neighborhood Greenway,0.0,,CITYWIDE,13658.0,597.0,,,"(47.659196285000064, -122.34458402499996)",138.2173537,530330050003,Blkgrp 0050003
4481,4482,S HILL ST,0.06244951,,,Neighborhood Greenway,0.0,,LOCAL,20258.0,191.0,,,"(47.58451194300005, -122.30424486699997)",329.7334304,530330094003,Blkgrp 0094003
4482,4483,NW 77TH ST,0.04912829,,,Neighborhood Greenway,0.0,,LOCAL,18878.0,238.0,,,"(47.68490865700005, -122.39831163399998)",259.3973935,530330031005,Blkgrp 0031005
4483,4484,40TH AVE NE,0.12831821,,,Neighborhood Greenway,0.0,,LOCAL,6351.0,272.0,,,"(47.71369324800003, -122.28523937599999)",677.520146,530330008001,Blkgrp 0008001
4484,4485,34TH AVE NW,0.08342786,,,Neighborhood Greenway,0.0,,LOCAL,5250.0,238.0,,,"(47.678220457000066, -122.40109560799999)",440.4991037,530330032007,Blkgrp 0032007
4485,4486,13TH AVE S,0.02265092,,,Neighborhood Greenway,0.0,,LOCAL,1779.0,125.0,,,"(47.58237677100004, -122.31600884999995)",119.59684479999999,530330094004,Blkgrp 0094004
4486,4487,15TH AVE NE,0.12938986,12/31/2015 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,CITYWIDE,2045.0,136.0,,,"(47.67210552300003, -122.31190524699997)",683.1784409,530330044001,Blkgrp 0044001
4487,4488,15TH AVE S,0.06056705,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,2147.0,0.0,,,"(47.57686839100006, -122.31336661699999)",319.7940501,530330100021,Blkgrp 0100021
4488,4489,17TH AVE NW,0.12499912,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,CITYWIDE,2451.0,150.0,,,"(47.67771391600007, -122.37890792599995)",659.9953447,530330033005,Blkgrp 0033005
4489,4490,18TH AVE S,0.0480094,12/31/2012 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,CITYWIDE,2606.0,0.0,,,"(47.58027586400004, -122.30978889299996)",253.48963179999998,530330100023,Blkgrp 0100023
4490,4491,21ST AVE SW,0.24541963,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,LOCAL,3202.0,177.0,,,"(47.55371308900004, -122.36003390099995)",1295.8156279999998,530330108003,Blkgrp 0108003
4491,4492,24TH AVE NW,0.12349175,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,3604.0,0.0,,,"(47.68318391400004, -122.38755895899999)",652.036441,530330031003,Blkgrp 0031003
4492,4493,31ST AVE S,0.04935302,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,4843.0,0.0,,,"(47.58362180700004, -122.29299808199994)",260.5839489,530330095001,Blkgrp 0095001
4493,4494,8TH AVE NW,0.050414099999999996,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,8388.0,0.0,,,"(47.67161934600006, -122.36617166699995)",266.1864442,530330047001,Blkgrp 0047001
4494,4495,8TH AVE NW,0.05067753,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,8405.0,0.0,,,"(47.685463567000056, -122.36600518299997)",267.57737149999997,530330029003,Blkgrp 0029003
4495,4496,AIRPORT WAY S,0.40773813,,,"In Street, Major Separation",0.0,,CITYWIDE,8700.0,360.0,,,"(47.52995331500006, -122.29620414099998)",2152.857343,530330109001,Blkgrp 0109001
4496,4497,W RAYE ST,0.06218479,,,Sharrow,0.0,,LOCAL,23668.0,844.0,,,"(47.64311619100005, -122.36490617999999)",328.3356958,530330059005,Blkgrp 0059005
4497,4498,14TH AVE S,0.07699415,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,1932.0,0.0,,,"(47.58298533300007, -122.31469854799997)",406.5266806,530330094004,Blkgrp 0094004
4498,4499,15TH AVE E,0.03500127,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,2020.0,0.0,,,"(47.63413247900007, -122.31262382299997)",184.702842,530330062003,Blkgrp 0062003
4499,4500,17TH AVE NW,0.05038246,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,CITYWIDE,2448.0,150.0,,,"(47.67455103000003, -122.37888155699994)",266.0194014,530330033003,Blkgrp 0033003
4500,4501,20TH AVE NW,0.05035634,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,3020.0,0.0,,,"(47.670180102000074, -122.38213355999994)",265.8814995,530330047004,Blkgrp 0047004
4501,4502,23RD AVE S,0.05680482,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,3461.0,0.0,,,"(47.57917332800008, -122.30332071499998)",299.9294575,530330100011,Blkgrp 0100011
4502,4503,3RD AVE S,0.05484626,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,4516.0,0.0,,,"(47.59999131500007, -122.33034244699996)",289.58823739999997,530330092002,Blkgrp 0092002
4503,4504,3RD AVE W,0.04230335,,,Sharrow,0.0,,LOCAL,4559.0,267.0,,,"(47.64141549100003, -122.36091813299998)",223.36171000000002,530330060003,Blkgrp 0060003
4504,4505,5TH AVE NE,0.05097371,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,7313.0,0.0,,,"(47.686049550000064, -122.32294127099999)",269.1412038,530330027001,Blkgrp 0027001
4505,4506,5TH AVE W,0.07559881,,,Sharrow,0.0,,LOCAL,7408.0,844.0,,,"(47.64202334700008, -122.36358394599995)",399.1617015,530330059005,Blkgrp 0059005
4506,4507,S LUCILE ST,0.10253842,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,20699.0,0.0,,,"(47.55342208400003, -122.31937217299998)",541.382371,530330093003,Blkgrp 0093003
4507,4508,SW GENESEE ST,0.06253164,,,"In Street, Minor Separation",0.0,,LOCAL,22220.0,809.0,,,"(47.56480199900005, -122.39618409399998)",330.16706339999996,530330097022,Blkgrp 0097022
4508,4509,W COMMODORE WAY,0.15415961,,,Sharrow,0.0,,LOCAL,23169.0,180.0,,,"(47.66357293900006, -122.39677518199994)",813.9627454,530330057005,Blkgrp 0057005
4509,4510,17TH AVE NW,0.12585477,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,CITYWIDE,2454.0,150.0,,,"(47.68321737000008, -122.378928928)",664.5132072,530330030004,Blkgrp 0030004
4510,4511,31ST AVE S,0.09101298,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,4846.0,0.0,,,"(47.580964367000036, -122.29299854599998)",480.5485449,530330095001,Blkgrp 0095001
4511,4512,5TH AVE NE,0.06290836,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,7325.0,0.0,,,"(47.694956551000075, -122.32305304199997)",332.1561437,530330019003,Blkgrp 0019003
4512,4513,8TH AVE NW,0.05041577,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,8385.0,0.0,,,"(47.66943046700004, -122.36617831099994)",266.1952748,530330034003,Blkgrp 0034003
4513,4514,BOYER AVE E,0.03672199,12/31/2015 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,CITYWIDE,9352.0,381.0,,,"(47.63557904800007, -122.30227930599995)",193.89210740000001,530330062002,Blkgrp 0062002
4514,4515,DEXTER AVE N,0.02909077,12/31/1980 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,10085.0,0.0,,,"(47.63299911100006, -122.34228237199994)",153.5992645,530330067001,Blkgrp 0067001
4515,4516,FLORENTIA ST,0.06239175,,,Sharrow,0.0,,LOCAL,10456.0,481.0,,,"(47.646891442000026, -122.35686606399997)",329.4284204,530330060003,Blkgrp 0060003
4516,4517,S OTHELLO ST,0.12778238,,"In Street, Minor Separation",,0.0,MEETS,LOCAL,21058.0,0.0,,,"(47.53706311600007, -122.27533958799995)",674.690989,530330111012,Blkgrp 0111012
4517,4518,W DRAVUS ST,0.06105309999999999,,,Sharrow,0.0,,LOCAL,23217.0,844.0,,,"(47.64847418700003, -122.37357839699996)",322.3603701,530330059002,Blkgrp 0059002
4518,4519,W MCGRAW PL,0.12596937,,,Sharrow,0.0,,LOCAL,23547.0,565.0,,,"(47.64117162300005, -122.35824042799999)",665.1182641,530330060003,Blkgrp 0060003
4519,4520,15TH AVE S,0.05817732,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,2144.0,0.0,,,"(47.57947494200005, -122.31338192199996)",307.17623510000004,530330100022,Blkgrp 0100022
4520,4521,18TH AVE S,0.06682396,12/31/2012 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,CITYWIDE,2597.0,0.0,,,"(47.58939518400007, -122.30947322899999)",352.8254896,530330094005,Blkgrp 0094005
4521,4522,2ND AVE,0.06769231,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,2770.0,0.0,,,"(47.61758357800005, -122.35164593399998)",357.41540939999993,530330080011,Blkgrp 0080011
4522,4523,8TH AVE NW,0.02523662,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,8391.0,0.0,,,"(47.67380710700007, -122.36611037199998)",133.249351,530330034001,Blkgrp 0034001
4523,4524,S MORGAN ST,0.10984469,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,LOCAL,20885.0,752.0,,,"(47.54426392500005, -122.26414708199997)",579.979975,530330111021,Blkgrp 0111021
4524,4525,12TH AVE,0.0572193,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,1524.0,0.0,,,"(47.60268590700008, -122.31678180399996)",302.1178861,530330086003,Blkgrp 0086003
4525,4526,16TH AVE SW,0.06464969999999999,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,2338.0,0.0,,,"(47.53549346600005, -122.35501856199994)",341.3504129,530330108001,Blkgrp 0108001
4526,4527,22ND AVE SW,0.15422886,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,LOCAL,3328.0,185.0,,,"(47.57058198300007, -122.36112418199997)",814.1490181,530330099002,Blkgrp 0099002
4527,4528,8TH AVE W,0.05010405,,,Sharrow,0.0,,LOCAL,8488.0,844.0,,,"(47.64358562500007, -122.36754153099997)",264.5494004,530330059004,Blkgrp 0059004
4528,4529,NE 75TH ST,0.06294829,12/31/2013 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,17519.0,647.0,,,"(47.68304696300004, -122.30668856199998)",332.36697189999995,530330025001,Blkgrp 0025001
4529,4530,S JACKSON ST,0.06098639,,,Sharrow,0.0,,LOCAL,20490.0,745.0,,,"(47.59919075700003, -122.32505520799998)",322.00811539999995,530330091002,Blkgrp 0091002
4530,4531,39TH AVE NE,0.12497474,12/31/2012 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,CITYWIDE,5987.0,0.0,,,"(47.668509673000074, -122.28574416299995)",659.8666253,530330042004,Blkgrp 0042004
4531,4532,BIGELOW AVE N,0.05877535,,,Neighborhood Greenway,0.0,,CITYWIDE,9272.0,158.0,,,"(47.63998064200007, -122.34828213999998)",310.0336583,530330067004,Blkgrp 0067004
4532,4533,CALIFORNIA AVE SW,0.12470804,12/31/2008 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,9553.0,0.0,,,"(47.56291162500003, -122.38677531699994)",658.4584654,530330098004,Blkgrp 0098004
4533,4534,18TH AVE E,0.05049402,,,Neighborhood Greenway,0.0,,CITYWIDE,2559.0,176.0,,,"(47.639555304000055, -122.30897651699996)",266.6084034,530330062002,Blkgrp 0062002
4534,4535,19TH AVE,0.12827208,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,2644.0,0.0,,,"(47.60616434800005, -122.30763545499997)",677.2765638,530330087001,Blkgrp 0087001
4535,4536,19TH AVE,0.08140318,12/31/2007 12:00:00 AM +0000,Sharrow,,0.0,MEETS,LOCAL,2647.0,0.0,,,"(47.61035687700007, -122.30760463499996)",429.8088091,530330079002,Blkgrp 0079002
4536,4537,28TH AVE E,0.05160578,,,Neighborhood Greenway,0.0,,CITYWIDE,4103.0,199.0,,,"(47.625894165000034, -122.29643213499998)",272.4785086,530330064001,Blkgrp 0064001
4537,4538,36TH AVE SW,0.12567699,,,Neighborhood Greenway,0.0,,LOCAL,5619.0,254.0,,,"(47.557432352000035, -122.37755115099998)",663.5744902,530330105002,Blkgrp 0105002
